0;2983923.60846217;-154813.66110928074
1;2986772.1481662234;-154548.7043975203
2;2987579.169897449;-153563.9804723181
3;2984799.5225735805;-153895.41163640833
4;2984326.3493806142;-153908.11307182556
5;2988928.890769098;-153923.58288919597
6;2987649.932303415;-151757.389555852
7;2987365.8078656895;-151588.90694080683
8;2987204.3012042483;-151311.70824694063
9;2987147.5949255717;-151379.15923181956
10;2987928.309649552;-153460.78967719906
11;2986888.378800411;-151075.04997092581
12;2987383.8593754927;-150496.61026821373
13;2987615.094061151;-150638.65135793964
14;2986468.981946614;-151524.26900989682
15;2986607.9395416575;-155750.26715600444
16;2986218.7397489115;-156102.3904341008
17;2981844.7208622075;-154710.67534927168
18;2989713.5706961923;-153842.96004553788
19;2979328.3088565785;-153318.07874498004
20;2984771.6127120154;-155511.9460716765
21;2986235.8031873205;-156125.4392600785
22;2984151.712413889;-155704.88226708994
23;2983008.3916676557;-155741.29667606542
24;2982985.7258963697;-155424.57316438848
25;2975772.8594840136;-152316.66411425188
26;2972714.791778778;-153108.033551476
27;2986870.745665723;-146364.3275115818
28;2986756.897160229;-147022.24778634022
29;2977210.2619967773;-149585.8536651858
30;2986726.084322288;-151549.73389584033
31;2988291.657130514;-152589.4089769859
32;2996712.1871767747;-150420.79067912034
33;2988448.4924122086;-153195.69800703265
34;2986879.730692463;-154268.32477267119
35;2996072.0615249905;-153485.58635834605
36;2996147.508272221;-154036.90278689677
37;2996145.0757625895;-154092.1670484336
38;2996051.269175225;-153508.7213082255
39;2988553.3883925644;-153183.80000164415
40;2985731.5437730127;-154119.89105743702
41;2996473.1504495298;-157671.54721652914
42;2989005.8681100495;-152647.36667909203
43;2983164.846857887;-157419.09419083133
44;2997454.5132765453;-145191.4310771087
45;2997476.042809828;-145232.51984447255
46;2976589.7565519954;-150359.8905685564
47;2977801.4068961213;-150437.7708730242
48;2977946.2626195718;-150483.73673337884
49;2977859.6342876805;-150394.86598646527
50;2979985.347260645;-150495.6438560754
51;2980067.3235863117;-150531.49004664976
52;2977760.3721210063;-153629.5778259533
53;2978777.2309639514;-153914.75932229412
54;2983750.4536090917;-153934.27375839945
55;2991200.322245548;-154097.94993862713
56;2990508.167055623;-156268.84193046388
57;2992657.155843041;-154273.74451797697
58;2981356.316800816;-150499.13925326656
59;2988557.6712490576;-152583.83481606445
60;2986646.0605751467;-150722.57408502218
61;2989725.5321212183;-153452.94587607504
62;2989698.344623836;-153400.30654338683
63;2989706.6080274163;-153554.35920825877
64;2998561.614708639;-142830.7030379288
65;2997614.6420054566;-144085.8521801981
66;2997259.3932480435;-145160.99119646673
67;2987528.412495871;-147445.56205408284
68;2987599.332156738;-147529.56957950033
69;2989796.538026485;-153641.8871087076
70;2970199.838719985;-159786.15208338978
71;2971059.9618205028;-158743.8301039563
72;2971420.694027017;-158416.30201644916
73;2972233.5802689726;-158067.9403448622
74;2972686.049274132;-158226.85696721988
75;2975062.8573250864;-157423.71765389908
76;2975164.356243538;-157345.1148666554
77;2975222.2603964843;-157482.69984299768
78;2980341.886366088;-155113.75869466772
79;2980521.1687001814;-155071.08157065176
80;2981075.6857822184;-154871.5987039302
81;2987299.32911437;-154952.7961784144
82;3006831.49099722;-153164.50017809577
83;2996374.2430126783;-150376.00125786336
84;2996672.344624955;-150332.0294995008
85;2996672.344624955;-150332.0294995008
86;2996834.410687473;-150294.67067003527
87;3006448.8046858557;-152474.945017565
88;2979722.0201961645;-155333.19431990167
89;2979328.3510658457;-155459.36683212128
90;2989717.1410576385;-157430.1730158194
91;2991433.4351620483;-157518.2645000907
92;2990635.6014688;-157144.46711276146
93;2984740.61516288;-154789.849421471
94;2976463.443706728;-161232.93419488377
95;2981752.4128693296;-160968.11024423566
96;2979871.8029009434;-161223.39954370641
97;2977363.829512849;-159181.51562496723
98;2992902.3200511835;-158401.9253157698
99;2980063.708117049;-160570.220851316
100;2979873.4926272295;-161161.15695998102
101;2992468.379154089;-150876.31373926785
102;2989665.392351301;-152830.02371492295
103;2991431.6820287304;-149980.4016066778
104;2991391.397339638;-150014.9078975424
105;3005475.980842141;-152943.79543014843
106;3004534.403170056;-153498.89474211077
107;2989974.1128303506;-153056.83865640304
108;3004646.8649927434;-149159.0376744464
109;2982034.2544700843;-150378.0111888258
110;2986332.7616659747;-144028.37259463413
111;2978251.9929594677;-155726.81368295284
112;2987820.164080608;-154700.53421055074
113;2983556.733532814;-154825.76591575897
114;3000660.681223158;-151422.16353323427
115;2999167.1976178656;-141335.25738171508
116;2997635.6402695226;-144106.49482990307
117;2997327.202823123;-145110.95316300367
118;2997526.4621404875;-144573.48140019577
119;2997684.2080880958;-143805.8279559201
120;2997735.2112359963;-143748.40633871753
121;3011556.4439644758;-152215.76876162915
122;3015101.2951555615;-152567.82739221884
123;3014331.0488824234;-152508.70143594345
124;3012915.087891436;-152338.5321913599
125;3009948.0913777645;-151632.8529695048
126;3015813.150569364;-152643.08835979682
127;3016318.5248508565;-152708.75484538416
128;3017032.564390741;-152817.56758477294
129;3009370.5255194055;-151276.5041028981
130;2989844.525782456;-152968.00348572648
131;2998308.468128086;-151437.31891052122
132;2998175.86486923;-151397.62492768414
133;2997175.8153537945;-150188.07911836024
134;2984776.5226382916;-146090.9686924361
135;2984834.419471104;-146074.33843532004
136;2992323.481618607;-158008.05452016837
137;2997316.576987906;-145431.67224026838
138;2997271.9929540106;-145452.06418329725
139;2998338.902680247;-145184.71727958237
140;2998353.942813758;-145172.5453209734
141;2998776.4060257883;-145350.19638503258
142;2998803.177044192;-145346.75449794237
143;3012421.3380689174;-152291.6448675123
144;3013386.3362513757;-152388.30959918804
145;2988731.1333574215;-152962.61083443338
146;2987727.2156384448;-150728.14746776718
147;3000494.322283439;-146314.0219672514
148;2975607.5566848665;-150031.02288354325
149;2976292.625335005;-150093.54970425277
150;2976530.581931895;-150009.07179621357
151;2978909.8972688494;-150518.35316983974
152;2978843.426216264;-150568.902317815
153;2980447.134133067;-150495.4853229165
154;2980685.668641677;-150538.6420055514
155;2982012.139014504;-150416.43340028965
156;2983183.1385739273;-150022.69406020542
157;2983390.1539677544;-149934.86496289587
158;2982840.2990628392;-150090.5111953165
159;2982811.9062985647;-150065.82553018237
160;2983859.6591773108;-149905.82420069267
161;2983724.514779093;-149936.96965056445
162;2984647.727946807;-150033.60923444675
163;2984928.5419453247;-150024.884469634
164;2986571.456150372;-150717.26901183793
165;2997240.94263618;-143297.16099707
166;2998710.8347574407;-142491.02708050978
167;2999194.0585206263;-141303.7507009131
168;2999200.869928147;-141389.09349071275
169;2998945.87745138;-142281.67814473665
170;3000044.6079903096;-140116.36705954716
171;2989208.3818469816;-152780.80732631558
172;2989215.796901134;-152788.2479220628
173;2991500.0038945046;-151034.43125932995
174;2992920.500966535;-150826.27678491594
175;2993186.317346367;-150789.05106116025
176;2994188.5996866003;-150434.38684583618
177;2994068.2770620296;-150149.8225756845
178;2991579.6768942056;-150772.22130785437
179;2992882.1479060226;-150512.299111512
180;2991824.8078432134;-150919.1572195533
181;2993807.792750606;-150315.0494110518
182;2991539.857679112;-150981.16994823294
183;2993632.052373242;-150586.26309136074
184;2991451.1026408616;-151072.12324152162
185;2991537.7331669917;-150927.33342384017
186;2991543.110683914;-150974.05013283095
187;2992891.908303197;-150493.5234009649
188;2997246.5557798743;-156152.40821984317
189;2997661.5148896514;-156899.08882886686
190;2997561.1454028394;-156666.5919285417
191;2998514.0444282517;-155578.61258840305
192;2978331.5332865673;-153733.0123058891
193;2997261.4084285465;-149993.048002625
194;2989737.0781975375;-153891.3495949772
195;2995165.037890039;-158327.33246599845
196;2999219.1215408524;-162890.7856321263
197;2984781.030662165;-155529.44404656344
198;2999073.5929202004;-162073.64196793924
199;3001338.2290361;-158691.20910765606
200;2997498.7284914264;-160968.49105799964
201;2999820.7369709145;-141484.98494156942
202;2973897.430146497;-153751.49334772243
203;2994796.036677546;-154675.3049501473
204;3002767.8430035072;-147411.05731723344
205;2997655.021069503;-156916.39450270293
206;2995162.7333374745;-158306.301830244
207;2999025.731880986;-162102.19000824026
208;2971979.085566917;-160729.14117985187
209;2998049.2245182465;-161500.2508474302
